,User,Review Date,Ratings,Review
1288,Marshall Burton,2021,1,"Just be careful who you buy from. My ""Xbox"" was bricked almost out the box and the seller was less than helpful beyond quoting a warranty that didn't even register to an Xbox Series X."
1289,Amazon Customer,2021,1,Constantly powers off after barely any use. Was only given a very short return window after we received Xbox. Very unsatisfied. Highly recommend not buying. Only giving 1 star because I can't give any lower.
1290,Keith,2021,1,was able to create username and sign in before it bricked out on me. Had it for not even 12 hours. They wanted a $160 restocking fee and wouldn’t exchange it.
1291,Dennis M,2022,1,Item was damaged and did not work.
1292,Adonay Fuentes Rivas,2022,3,I need the invitation to buy one I don't know how to get it
1293,Joshua Ivankovich,2022,1,BUT IT DOES NOT COME WITH A POWER CORD. Be prepared
1294,Fresno,2021,4,"Contrary to what most people are saying all XBox games are NOT compatible with the Series X/S… Only ALL XBox One games are compatible (in theory)….and only a relatively small number of XBox 360 games are compatible… not really sure if any original Xbox games are compatible, but if so it is definitely a subset as well.  Make sure to do some research because the number of games is significantly less than advertised.  Also, XBox 360 controllers are NOT compatible with the Series X/S.Otherwise a solid system overall.  I think the Series X is a better buy than the Series S simply due to the 4K and overall power of the system…even if you don’t have 4K, you’ll have a smoother ride with the X since it will have far greater longevity… eventually they will push the limits of the hardware, so the Series S will not be able to keep up as well.  Plus you can buy used XBox One game discs and pkay them on the system wuth updated graphics."
1295,Pao Y.,2022,1,Nothing
1296,Ikechukwu Francis Osondu,2022,1,"Advertising says new, received a used Xbox with Duracell batteries in the controller"
1297,J,2021,1,System just bricked itself after a month of light use.  It won't even power on and Microsoft refuses to fix it.  I'm betting Sony does not treat their customers this way.
1298,Emely,2022,1,“B” button is unresponsive; brand new straight out of the box.
1299,Anthony,2022,5,"No habia pedido muchas cosas por Amazon y me atreví a algo mas alto en precio y la Xbox fue la mejor opción ya que queria una hace mucho y no me ha decepcionado para nada, viene todo bien embalado y con un control, eso si al ser de Estados Unidos todo incluyendo la ubicación es de allá por lo que dara problemas a la hora de comprar juegos pero ya una vez solucionas eso es una maravilla, 10/10*Algo que si debo destacar es que la caja por las esquinas estaban un poco golpeados como se observa en la foto pero no me molesta con tal de que el producto este nuevo y en buen estado, venia con sus sellado original y eso es buena señal siempre. 👍🤝"
1300,Jeff Osborne jr.,2020,1,After 4 days and maybe an hour of actual gameplay it won’t turn on at all. It’s completely dead.
1301,Richard in St. Paul,2021,4,"This XSX is one quiet, elegant black box, possibly the least obtrusive and best behaved technology I’ve owned in decades of computing and gaming going back to the TRS-80 and Commodore VIC-20. I jumped ship from Sony for it and haven’t looked back.For me, these are the strengths separating it in mid-2021 from the PS5:Functionally silentClassic modernist design of “less is more”Nearly invisible in a darkened room for nighttime gamingI sit six to seven feet from the unit while playing and am simply never aware it is on. That, in my sound-sensitive universe, is sheer brilliance. Could it be prettier, flashier? If that motivates you then look to the PS5, with its flair for being noticed; I wanted a machine with the DNA of a tongueless ghost. A machine for an adult who no longer thinks much of flashy plastic or the fans blasting inside it.Reason for four stars: the loud clacking new controller design, which makes the sound of crickets being ground to dust on a disco floor. Whoops. Microsoft giveth with one hand, taketh with the other! But no worries: new old stock XBox One controllers FTW.So, one serene machine. It’s ideal for 4K gaming as well as streaming fights on DAZN and classic Twilight Zone on HULU. Even as PS5 owners fret about noisy fans, I could simply not be happier with this console from a performance perspective. Note to Sony: come up with something as refined as the XSX in your next product refresh and we’ll talk. There’s room on my desk for more stuff, as long as it’s made with love and care."
1302,Jrrp,2021,1,"This was the biggest mistake of 2021, this consol it's terrible, got one and had to send it back to Microsoft."
1303,JoelDT,2023,1,"The Xbox branch of Microsoft has been dabbling with 512gb and 1tb storage options since the Xbox 360 days and into the Xbox one days, that is pushing now almost 2 decades old stuck in this storage capacity. While an expansion slot is available. The onboard storage is outdated in terms of size, but blazing fast with speed. The graphics and cpu while powerful all becomes undone by very low storage capacity and constantly needing to transfer larger and larger files usually done via Downloads while ISPs institute data caps. You can try buying an external hard drive but you will need to transfer the games back and fourth as Xbox has made it impossible to play off external drives. Making their expansion slot the only go to option. Hence bringing about yet another monopoly from Microsoft. While some have said powered drives can achieve external gameplay I’ve yet to find one. This next gen storage given todays game sizes should be at a minimum 5 Tb. It’s time to get with the times and give gamers the storage they need to own and store their games and not keep hard drive space low in order to push a useless and never viable cloud service."
1304,mikes,2022,1,Exactly the headline.
1305,Kristin M. Burnett,2022,1,"I was on a waiting list to order an Xbox series X.  In October I received an email giving me 24 hours to order the product if I still wanted one.  So I ordered it for my children for Christmas.  I wrapped it immediately so they wouldn’t see.  When they opened their gift today, they were so excited.  When they opened the actual box they found A VERY USED XBOX ONE.  No cords or controllers.  Just an ugly, used Xbox one.  I’m so disappointed.  $500 is a lot of money and we budgeted for this one great gift for our children…only for a massively disappointing Christmas morning.  I’m so very upset.  I started the return process but an exchange was not offered. I would love an explanation as to how this could happen."
1306,Bjornie Herjolfson,2023,1,"Xbox series x will not play physical games.  All games must be downloaded from internet. You can't install a game from disk, not even games specifically for the xbox series x.  The disk becomes unusable on it's own.  Nothing but a license code.  For more detail go to youtube and look up ""The Xbox Series X has a big DRM problem | MVG""It's a shame.  Microsoft was once the consumer friendly newcomer.  Now they're they're the little tyrants of the video game world.  I'll never buy another xbox, and I'll only buy xbox exclusives for this one.  Everything else I'll play later when I buy the more consumer friendly Playstation 5."
1307,Ashley,2022,1,I bought this for Christmas for my son and out of all these reviews an people who supposedly got a great Xbox I end up with the one that doesn’t work my son got to download his game then the Xbox turned off an didn’t stay on no longer then 5seconds tryed everything they said to do online an still no good very disappointing that I gift my son this for me to send it back to now wait for a refund to order another one to wait for that to come no good very very disappointed instead of them just sending me a replacement once they receive the one I sent back I have to wait for a full refund
1308, ALBERTO,2022,5,"Excelente maquina. Rápida, premium y funciona a la perfección. Calienta un poco por lo que se recomienda que tenga los ventiladores libres. 100% recomendable 👌🏻"
1309,Tracy,2021,1,Freezes constantly with almost every game. My consul freezes more in half an hour than my Xbox One did the entire 7 years i had it. Unacceptable for how expensive and “high tech” it is.
1310,CALIFORNIASUPERSTAR,2022,5,I bought this day 1 and have never been disappointed... if you also have an lg cx TV you can literally play almost any game at 4k 120 framesI recently bought a $3k computer for lost ark and didn't serve up liking the game at all but the pc has a 3080ti and an i7 12700k and you are wondering why I'm telling you this and the reason is because the series x is faster than this 3 thousand. dollar pc and the performance is the sameseries x is amazing and imagine the next generation after this will literally be a super computer... can't wait
1311,Jacob ,2022,1,Crashes every time you load up a game
1312,thetraveler333,2022,1,"I have owned mine for about 8 months. A couple of months ago, the problems started. It wouldn't read some game discs at all. Now it is worse than ever and only about half of all discs work. If you do some research online, you will learn this is an epidemic. It is not a one in a million problem. I know quite a bit about software, hardware and even some programming. It is hard for me to be believe this is a hardware issue and not software. If it's software, that makes me wonder if it is being done on purpose in order to force you to download games direclty from them. Instead of using gamefly for instance. And so much for a friend bringing a game disc over for you to play.You would think I would have learned my lesson after going through 2 xbox 360's due to the red ring of death. I will NEVER buy another microsoft product after this. I should have went with my first instinct and bought a playstation. My atari 2600 I bought in 1978 worked just fine. Put in a cartridge and it played. End of story. Today? They can't even pull that off. And this is progress??? Consider this your warning. Read the history of how MS handled the red ring of death fiasco. It took them years to admit how widespread the problem was. It WILL be the same with the disc problems on the new xbox."
1313,Dwaynebank,2022,5,Amazing graphics. Xbox gamepass feels like unlimited content with games constantly being added. My wife was annoyed when I pulled the trigger on this but now she agrees it's one of the best purchases we've ever made.
1314,MA,2021,1,"We knew it was coming without the original box, but we got the console without any protection!We returned it."
1315,Cameron Hendricks,2020,1,I disliked that I played it for a few weeks and now i am sending it back to be looked at / repaired because there seems to be a Graphic Card issue inside the Xbox
1316,Elgrandavidp,2022,5,"After skipping XB One and sticking to PC, its great to be back on a console. I was fortunate to pick one up on day one and it's been a great console. The gamepass ecosystem has been a great value. I know most games have been upgraded last gen, but they look great. I'm looking forward to the full next gen lineup!"
1317,Ryan M,2020,5,"Amazing.  I held out on the One X because there had been whispers of this next gen console for several years, so I figured I would just go all in whenever it came out.  I was one of the fortunate few who were able to snag a pre order, and I have been playing daily since launch.  The performance is unbelievable.  There obviously isn't much in the way of Series X games yet, but I have been catching up on some Xbox One games I haven't played, notably Doom Eternal and Control so far.  If those are considered last gen games running on the Series X, I can't imagine how games could look or perform much better.  They look incredibly great, and load times are basically non-existent.  It's just a joy playing.Packaging and set up really feel top notch.  They went over the top with the packaging, it feels really nice opening.  Set up is very easy too, similar to setting up a google product.  You do it all through your phone, and it is very easy and painless.  I was worried when there were reports of it ""running hot like a furnace"" pre launch, but those reports are pretty laughable.  It doesn't get any hotter than any other console I've had, and it actually probably runs much cooler than my old OG Xbox 360 that bit the dust a while back.  The great thing that you wont notice as well, is that it is super quiet.  The only time I hear it is when its whirring whenever I power it on.The only minor negatives I have are that it is big, and IMO a little ugly.  However it is smaller and I think better looking than the PS5.  I have it set up horizontally on my entertainment center, and it doesn't look quite right.  Its obviously made to be set up vertically, but I don't know anyone who puts their consoles in a vertical position, and not to mention you can't really put it in an entertainment center that way.  But when you're playing, who cares how it looks?  The other thing is that quick resume is finicky.  It doesn't work ALL the time, but when it does it's amazing.  You can literally power on the console, and you're playing exactly where you left off last time in about 30 seconds.  I also wish there were an SPDIF out for my AV receiver.If you're a gamer and deciding between the Series X or the Series S, I think in the long run the Series X is absolutely a better bet.  The main thing that scared me off on the Series S is the memory, and the lack of a disc drive.  The cost of the expandable storage is exorbitantly expensive, and the 500GB will probably fill up fast on the Series S.  If you buy the S and the proprietary storage, you're already at the cost of the Series X.  However the 1 TB on the Series X is perfect.  I currently have 13 games, between One and 360 versions, with about 50% storage remaining.  However, I'm sure future games will take some more space.  Overall, I am overly happy with this, and has made my quarantine time actually enjoyable.  Just do not buy from resellers on ebay, as I am sure more are coming available very soon."
1318,jesus g.,2021,1,A month and two weeks after receiving the xbox and the disc drive is already malfunctioning. Of course 2 weeks after the return period ended.
1319,trey w.,2021,1,"Xbox came not functional, and of course the supply is low so replacement with a new one is not an option."
1320,fadia,2022,2,"This is only available by invitation, I applied and even didn’t get a reply ,though Amazon and Microsoft don’t specify what criteria to qualify for it.I don’t think this is a fair system"
1321,Shawn D Hamerlinck,2020,1,This is how Amazon pads their electronic shipments. This is Christmas gift so lets hope it works in 3 weeks when it's opened.....
1322,Kevin L Kemper,2021,1,Item came defective Amazon giving me all sorts of trouble to return. Xbox will not turn on.
1323,Captain Dipship,2022,5,"The Series X will destroy any game you throw at it. It will laugh at its so-called intensive features and make short work of them, all while bathing you in a soundscape of Dolby Atmos.Get it. Beg, borrow, or steal."
1324,Amazon Customer,2022,2,The system gets way too hot during game play and needs a cooling fan. The older Xbox is by far better.  Had nothing but issues with the two we have….
1325,David P.,2021,5,"whether you get a limited edition, or the ""Regular"" edition, they are the SAME THING.you are paying for cosmetics.. periodexact same internal components. dont let scammers say otherwisethat being said, with next Gen Games.. yes, this box is awesome.. period.. long time gamer, have had ALL Xbox variations, this one blows away even modest gaming PCs in all areas but storage.1 terabyte is a lot, but, todays massive games, can take up 20-30% of that, with just one game.i would watch/ see if a sale on the 1tb expansion comes up.i just bought one of those as well, since they can be a little hard to find.you wont regret your purchase, just DONT BUY FROM SCALPERS.. or anyone trying to say the ""Special Editions"" have better components/faster CPU etc..they DONT.."
1326,Some Guy,2022,5,Best Xbox yet. We'll worth the MSRP. 2 weeks now with regular heavy usage and I've had 0 problems. Love it!
1327,RCADavidson,2021,5,"Before I begin, while I find the Xbox Series X easier to buy than the PS5, it is no stranger to being scalped like it's Sony and Nintendo counterparts.  If you are having a hard time getting this system, please be patient and don't pay scalper prices on eBay and Amazon.Now, to start off this review, I wouldn't fight said scalpers for one reason, games.  As of now, most games coming to the system haven't had release dates yet, as far as I know, and I don't think the studios Microsoft have bought have released any details on games for the system.  However, if you're a long time Xbox player, I do think things like Game Pass and backwards compatibility offer pretty decent value for the system.  With Game Pass, it's already a great value with around a hundred games to play (and Xbox Live Gold is included), and the system is also compatible with four generations of games (with some Xbox One games having upgrades).  While not every game is compatible, I find Microsoft's way of handling backwards compatibility better than Sony's PS5, which is only compatible with PS4 and PS5 games.  Only issue with the hardware/software side is the Xbox Live Gold requirement for online play.  If you're on Game Pass, you don't have to worry since it's included, but even if other systems are doing it, it's a paywall that needs to go away.  As of writing, consumers prevented the service from going up in price, and now Gold isn't required for free-to-play title no more (like how they're not required on other systems), but an online multiplayer subscription will never be a good value unless they use dedicated servers, and let's admit this, some games still use peer-to-peer (or console-to-console).I also like the hardware Microsoft was able to create.  While people could say that the system is big, I can say as a person who built an ITX PC, I would've loved to have a case this small.  It's a sleek box that's just barely taller than two GameCubes that also ran pretty cool and quiet.  While the SSD is half the speed of the PS5's on paper, I found that the games still load rather quickly.  The one trick Xbox has vs PS5's speed is Quick Resume, which allows your games to pick up right from where you left off.  This works great when you're playing a game like Crash Bandicoot 4 and a friend invites you to a quick game online.  Just switch to that game, and when you're done, switch back, and it'll be like you never left the game.Next is the new controller, and while it isn't a massive departure from previous controllers, it's the best one Microsoft has produced.  First, let me say that if you don't like the new controller (some people do say it is a smaller than the One controller), the Xbox One controllers work just fine with the new system, which is actually pretty pro-consumer of them.  What I do like about this controller, however, is the new d-pad.  It is based off the Elite controllers, and your thumb can easily roll around on it.  The controller also has a nice textured back, which gives a bit more grip.  The only issues I have are that it's still the same Xbox controller from the Xbox One, more or less.  There is still no gyro control (which I think it needs since gyro is the closest thing consoles like PlayStation and Switch have to mouse controls) or anything like the DualSense's adaptive triggers, and why in the 2020s does a controller still use AA batteries?  I know people have strange opinions and that I can buy rechargeable batteries for the controller, which I have received as Christmas presents, but even a $50 Switch Pro alternative controller, 8BitDo's SN30 Pro+, still has gyro and a removable, rechargeable battery, but Microsoft charges $60-65 for a controller that uses AA batteries.  Don't get me wrong, it's still a fine controller, great even, but Microsoft needs to catch up with everyone else, because before long, their controllers will start to feel outdated.Overall, I think that the Xbox Series X is a great system with even greater potential.  If Microsoft can utilize the"
1328,Sean Sneer,2020,1,"Defective at launch, love it lots.:("
1329,MartinR,2021,5,"The Xbox Series X has a powerful Graphics Processing Unit (GPU), a great cooling system, and 16GB of Random Access Memory (RAM). It comes equipped with a custom AMD RDNA 2 GPU. The GPU is made up of 12 teraflops. In fact, the Xbox Series X is considered to be the most powerful console ever made. One single fan cools it, and keeps it from overheating. Specifically, the fan works in a vortex motion; therefore, it causes hot air to be blown out the top. When standing vertically the Xbox is pulling air from the bottom of the console. The Xbox comes with 16GB of GDDR6 RAM. GDDR6 is one of the fastest types of ram that you can possibly buy. To summarize, The Xbox Series X has some of the best internals for its $500 price point. It allows one to play games with a stable frame rate, and play for long periods of time without overheating."
1330,Brian Kling,2021,5,"Microsoft delivers in a huge way. 4k at 60fps is insane. 1440p at 120fps is insane. Console is lightening fast. Microsoft absolutely nailed it. Couldn’t be happier. The average reviews is 4.8 out of 5 star which is amazing considering there are thousands of 1 star reviews of people complaining about scalpers charging $1,000+"
1331,christian kuhr,2022,3,i did the math 87 for 6 months thats $517
1332,Khamani Vixama,2021,1,It keep turning off by itself and keep getting this green screen
1333,Avid Fan,2021,5,"Rap references aside, the Series X truly does feel like a culmination of Microsoft's experience and lessons learned from their previous generations of making consoles. No rocky launch or missteps here. Absolutely nothing about the Series X feels half-baked. It is a sleek, quiet and powerful system.I really appreciate that they allow the user to adjust so many settings to maximize their TV/Monitor setup. You can let the system automatically choose your output settings and be guaranteed a great picture. However, OCD tinkerers, like myself, can adjust settings such as Variable Refresh Rate, 120fps, and HDR to our liking. The user interface is easy to use but still offers advanced features - the perfect sweet spot. This all comes together to make it feel like a console designed by gamers with other gamers in mind.Some thoughts on backwards compatibility - While most gamers are always looking forward to the next hot game, many of us still like to revisit older games. Microsoft gets this and it's important. Not only do they keep these older games available, thus preserving them, but in many cases they have actually improved the game by adding features like Frame Rate Boost and Auto-HDR. They even make these features optional for those who just want to play the original, purest version of the game.Based on the quality of tech inside the Series X combined with the price point, I would have bought one even without backwards compatibility. But the fact that buying a Xbox also supports an ecosystem of game preservation is just icing on the cake."
1334,The Angry Otter,2021,5,"It's lightning fast, whisper quiet and has a larger hard drive than the PS5 (both are expandable but at $200+ for the Xbox's storage expansion a lot of people won't be buying that right away).  Quick resume for multiple games is great as well and as always Game Pass and Xbox Live are almost impossible to pass on.  Controller somehow feels even more solid than the Xbox One.That said, DO NOT BUY FROM SCALPERS and just wait on more to be available.  Faster load times aren't worth another $300+ dollars and by purchasing from a scalper you're rewarding awful ""business"" practices.  Send a message with your wallet that this isn't acceptable.I won't dock stars for this because this review is for a console, but as an aside, Microsoft, Sony, and all the retailers should be ashamed for allowing their supply to be purchased by scalpers in this capacity to begin with, but unfortunately they do not care and are laughing all the way to the bank.  The way they see it, they've made their money and the rest of us plebs can sort it out ourselves."
1335,Vincent,2021,5,I love this Xbox all of my games run so smooth and I haven’t had any problems with it. Highly recommend
1336,Logan,2021,5,"Firstly, I am not an xbox enthusiast nor am I a Playstation fanboy. I just buy whatever console seems to have the better capabilities and game line-up upon release. I bought the PS4 day one and this generation I felt the Xbox series X had the best value. It's a great console and deserves 5 stars as it hasn't had any technical issues or malfunctions after having it for nearly a year. That being said, it's not some alien godsend of a gaming masterpiece. It is a solid piece of hardware that plays games at the marketed settings and does so well. For the value, if you are choosing between a mid to low range pc and this, honestly I would choose this as it is just such a good value for what it provides. However, it will never out perform any high-end rigs nor should anyone expect it to."
1337,Vikingbrute,2022,2,"Xboxseries-x is a good system but it isn't mind blowing yet..Microsoft hasn't really released any good exclusive's except the same one's halo, forza, gear's, it took them. Over a year and a half to release something from launch date..Yes game pass is cool but honestly you ether own thoe's game's or you have already played them. Best thing about game pass is day one releases...But other then that keep your Xboxone-x cause this system isn't worth it yet Xboxseries-x and ps5 are only a 1.72 difference in computational power that's not much of a difference..ps5 has released over 10 or more exclusive's since launch..And only thing different between the two is quick resume, and Dolby vision, ..So no this system isn't a power house at all...once they use the xdk2 and make only xsx native apps. Then you will see the true power it can do. But today isn't that day"
1338,Person,2021,5,"Why you may ask, well basically the only reason I've ever owned a Playstation, which I do like a lot is for it's amazing exclusives. No one can argue with it having the best! That being said the PS5 is nothing more than a glorified PS4 Pro, which i own and I'll keep until they don't support it anymore. Speaking of Pros here are the Pros and Cons of the Xbox Series, vs the PS5 and why it's much better imo.Pros.12 Teraflops as opposed to 10 tf in the PS5, many think this doesn't make a difference but for overall bandwith and graphical abilities it does make a difference.Game Pass is just a no brainer, along with my near 300 digital game collection I get over 100 that are free, with a small subscription which blows PS Now out of the water, because it's mostly all streaming (games) anyway.The graphical differences on PS4 exclusives using backwards compatibility on the PS5 is pathetic compared to the Xbox Series X. The XSX uses better texture filtering, 16x antiostropic filtering on ALL games, including enhancements from the Xbox One X (which is still a great console). So games look better, more colorful and the enhanced games just look out of this world. I tried many on the PS5 I had for a short time and could barely tell any differences. Also it uses Ps4 Pro code for all of it's games. In that case not raising the resolution at ALL on many titles. Which most had hoped for.You get 3 generations of backwards compatibility on the Series X, which I thought might not be that great and I would want new games, but it's a blast just to test them out to see how much better they look and play. Until Next gen only games arrive. Also speaking of which. The new Sony Exclusives (about 90%) will be on the PS4/Pro as well as Ps5. So what's the point?So overall the XSX just feels more premium, and looks a lot better. The PS5 is this hideous looking abomination that looks like some new building they just built in Dubai. It would be okay as a decorative piece like a vase or something. But I literally couldn't even stand to look at it sitting with my other consoles. It was immense. No I don't hate playstation but the Ps5 is by far the worst console I think they've ever made. And this could possibly be the best console Xbox/Microsoft ever make. And possibly the last, from what rumors say. So do yourself a favor, don't listen to the hype for PS5, and at this point don't bother. Wait a few years.Also with the XSX, just like the Xbox One, you can hook up ANY size external HDD to store games (an SSD external is needed to play the enhanced games) but that's no big deal Since the transfer from Ex to SSD is very very fast. With PS5 there are all sorts of issues with storage messing up, not working at all, rebuilding the database etc. Also I think the max is an 8tb hdd, also you can't use it for Media, MKV's, AVI's and such nearly as much as you can on the XSX. Which I also use for Netflix, Primes, Pluto TV, listening to MP3's and downloaded movie files etc.A couple things I don't like about the Series X, which are very few, is that the controller feels very cheap. The buttons smash in to easily, and it feels as if it could break after long periods of play. I really like the 360 controller (best ever made) and the original Xbox One controller. Which is compatible with the XSX, so if something goes wrong you can always use an old one. And sometimes it does have trouble syncing up right form the start, but that's easily rectified by hitting the button on the console.Lastly the console is whisper quiet, no issues to speak of. The PS5 I had, did seem a little quirky but not really bad, but I think more people have problems with it, and it does run much hotter. And I noticed the XSX SSD is slightly faster than the PS5's, which i found strange, but awesome at the same time. So I think this time MS may get back the crown they lost after the flop of the XB1. Which they deserve because the 360 was hands down the best console they ever had. Now it looks like the XSX is on it's way up. Maybe even the Series S will help, but imo get this, it's powerful, quiet, nice to look at and will definitely stand the test of time. Very future proof indeed. ENJOY!"
1339,Marcello willis,2021,1,Drag to much.garbage
1340,Christopher Wilson,2021,1,System didn't work. Had greasy finger prints all over it. Sent in for return and wasn't even fully refunded
1341,Adrian joshua,2021,5,Was lucky today and got emailed by Microsoft about available quantity. Just bought 2 but won’t be receiving it until next month.  Good luck to all!!
1342,Nevada,2022,1,This console is almost a year old now and you need to submit a request to even try to get your hands on it. Like I don’t care if it’s easy to do how can’t a billion dollar industry company keep up with supplies this far into the console being released. Xbox has slowed down every xbox one console making them worse then the Xbox 360. I am not a big gamer I play simple games from time to time and my Xbox one s does a horrible job and even doing the most simple things makes it an almost unplayable console.
1343,Daniel,2021,1,Keeps randomly turning off
1344,Chris Cummings,2021,1,At the repair shop now.
1345,alex,2022,1,"Recently I purchases the Xbox Series X through another online retailer. Upon turning on the system I was prompted to create a XBOX Live account by providing an email which is understandable especially if you plan to play online. After completing that process, I receive another prompt requesting an additional email address or phone number for verification purposes I had an issue with that but opted to provide an additional email address. Subsequent to that, Microsoft ""requires"" you to provide your home address even for purchases with a gift card and prompts you to use biometrics(optional) for added security and verification. I turned on the Xbox Series X after 3 days of no gaming and met with a prompt stating there's an issue with my account and that I had to use the web to fix it. I thought maybe the problem was account inactivity. I sign in online and met with a DECEPTIVE prompt from Microsoft to get additional personal information(phone number) stating the account was locked for suspicious activity and that my phone number was needed for verification purposes otherwise the account would remain locked.Apart from the blatant privacy issues, Microsoft minus the fact that XBOX doesn't have many exclusive games has an ""ocassional"" issue with purchases/downloads where the games your purchase either doesnt show in your download queue or the purchase is lost. This is an issue anyone can easily verify through a simple Google search."
1346,Julie Erickson,2022,1,We have been trying to set this game system for 2 days Yes just to get it set up with our tv SONY REGULAR TVThe BOX OR ANYTHING WRITTEN ANYWHERE  DOES NOT MENTION YOU CANNOT SET THIS SYSTEM UP AT ALL UNLESS YOU HAVE INTERNET CONNECTION WE BUT GUESS what not everyone has internetOH MY GOD SORRY BUT I AM LETTING EVERYONE I KNOW HOW TERRIBLE AWFUL FRUSTRATING SETUP THIS ISWE ARE RETURNING THIS ITEM FOR IT IS B...L C...P THANKS FOR THE MOST AWFUL XMAS PRESENT EVER FOR MY HUSBAND
1347,IAmazon ,2021,4,We still need to pay atleast 60$ for gold yearly which is clearly just a way to make money and it’s really not worth the 2 games per month. My pc plays online without the yearly payment. I get a pc is more expensive but i don’t want to pay upwards of 180 bucks for Xbox ultimate.
1348,Fadi,2021,1,Broken
1349,K. Burnett,2021,5,"We've always been launch purchasers of new consoles, dating all the way back to the Ps2.  This time around I figured there wasn't a need.  I seldom play games.  My older son uses the ps4 and younger son has a proper gaming pc and pretty much dumped the xbox one.  Heard about the shortages and difficulty buying the X.  An opportunity came up and I noticed the option of going with Game Pass Ultimate, which includes the console, xbox live and a slew of games for around $36 a month.  I spend more than that for siriusxm, netflix and another streaming service combined (heck that's was week and a half's cost of beer for me until I stopped drinking).  Figured what the heck and jumped on it.  Got it set up and had the option of installing games I'd purchased on xbox, xbox 360 and xbox one (there's backwards compatibility) or a bunch of games on xbox game pass.  Installed the first game, Star Wars. Jedi Fallen Order.  It's a game about a year and a half old.  It looks amazing, even on my 1080p plasma set.  I highly recommend going the game pass route, especially if you like the Microsoft published games (since they're included).  It's going to take months to play through a handful of games accessible.  And both of my kids are all of a sudden re-interested in Xbox.  It's definitely an investment.  But well worth it.Update....Game pass ultimate adds another perk, cloud gaming.  I've linked my controller to my laptop via bluetooth and am able to play xbox games hosted on MS servers.  This only adds more to the incredible value of Game Pass Ultimate.  People piss away mad money on streaming services.  For under $40 you can get a teriffic console, xbox live and game pass.  Don't hesitate.  Go for it!!!"
1350,alison mule,2021,1,Everything!  And Fast Delivery and great Service!
1351,Joshua Weiner,2021,1,Trash
1352,Camilo Tellez,2021,1,Box came a little damaged. Works fine
1353,Jesse ,2021,5,I have both ps5 and series x. I enjoy the series x more since it has game pass especially with big titles coming out soon
1354,Hao,2022,1,"I bought couple of console from Wii to Xbox one, just for one game, Just Dance. Its so much fun when play with Kinect. My second child start watch brothers and sisters playing in high chair. It's endless joy when we see our faces in the TV and dancing.This damn new version, give up the Kinect and ask everyone to download an app and hold a phone in hand, really? I need give a phone to each of my little kid to dancing with this? What a disaster! Totally lost all the fun.I hope I didnt bought the Series X from very beginning, and tried to fix my broken xBox One."
1355,Nathan ,2021,1,Sent me a broken console
1356,Republican,2021,5,"I got mine through Microsoft and let me tell you this thing is AWESOME... I have a ps4 selling it on eBay. It is good shape and not a lot of hours on it. Anyways I need to get the extra storage drive For my series x The graphics are insane... Better graphics than my 970 gtx card. I do like both machines I need to sell the ps4 to get a ps5. Watching white shadow and it looks good. Anyways my series x is 6 months old and runs like a champ. The games are awesome and the Graphics are great. I can not wait to get the new Halo coming out this Christmas. Saw some footage on youtube and wow, looks amazing.  My series x does not get to hot like some say it has a great build and distributes the heat perfect. I can play all day without a lock up. I have it locked up one time in 6 months so I took my blower and blew out the dust. It does collect it lol. Ever since I have had no problems. Keep it blowed out."
1357,Nick,2021,5,"For those wondering why there's perpetual shortages of PS5/Series X, it's because the fabrication process for AMD Zen 2 CPU's are complex and slow going. AMD also supplies the chips for both console makers, and is stretched thin by the demand.For those who offer hollow comfort in the media by saying there's no exclusives for the Series X and without any new games it's not worth getting upset about. I disagree completely. Next gen consoles are the perfect time to play last gen titles on your back log. In fact, the Series X is the most perfect machine to finally get around to those games you wanted to play but felt they ran kinda janky and bad.Games like No Mans Sky, ran janky and bad. Games like Kingdom Hearts 3, ran janky and bad. Games where developers said 'F it, uncap the framerate and let it go free'. Those games, were janky and the load times were bad.There's so many back compat games that load in 1/5th the time, and hit 60FPS. Skyrim finally hits 60FPS on consoles with HDR/4k. You can scoff at how Skyrim is a PS3/360 game, but this is my point. Next gen consoles bring new life to your catalogue. New $60 AAA games with microtransactions and Games As A Service profit model isn't going to justify my purchase. Getting Blair Witch to actually hit 60FPS and avoid motion sickness justifies it.That makes waiting for these things to come into stock so painful. Because they're machines that do an amazing job looking backwards as well as forwards. Here's to hoping AMD ups their game."
1358,Grant,2021,5,"This is not price gouging, the demand for electronics is huge and far outnumbers supply. When this happens the current supply price is increased.This is because of the pandemic.More and more people are using electronics, so much so that electronic processing chip companys have fallen waaaaay behind with supplying the huge demand.This is how economics work."
1359,Gursharan,2021,1,Broken
1360,cyntia,2021,4,"I think this is a great console, because it has great power loads up games pretty fast and I've had it for a while and it's the best. Hard to find but worth it, its also nice that after you turn it on in 2 seconds you can already load up any game you want. I did have problems saving 4k clips on to the app which keeps me from giving it 5 stars that pretty much it."
1361,Hajj,2021,5,"forget about 4k 60hz hdr Dolby vision,forget about 120HZ gameplay,forget about FPS Boost,forget about Auto HDR,forget about 12 teraflops,forget about vrr,forget about 1TB storage,forget about velocity architecture,forget about quick resume,forget about smart delivery,forget about Dolby atmos, windows sonic & dts-X,all of the above are what makes Xbox series X great, but what makes Xbox amazing isXBOX GAME PASS!!!!!!!!!!!!"
